row ID,International Union for Conservation of Nature Category,Description,SPEC,Species,COU,Country,Unit Code,Unit,PowerCode Code,PowerCode,Value
Row0,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,AUS,Australia,NBR,Number,0,Units,380
Row1,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,AUS,Australia,NBR,Number,0,Units,353
Row2,ENDANGERED,Number of endangered species,MAMMAL,Mammals,AUS,Australia,NBR,Number,0,Units,38
Row3,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,AUS,Australia,NBR,Number,0,Units,10
Row4,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,AUS,Australia,NBR,Number,0,Units,59
Row5,THREATENED,Total number of threatened species,MAMMAL,Mammals,AUS,Australia,NBR,Number,0,Units,107
Row6,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,AUT,Austria,NBR,Number,0,Units,101
Row7,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,AUT,Austria,NBR,Number,0,Units,101
Row8,ENDANGERED,Number of endangered species,MAMMAL,Mammals,AUT,Austria,NBR,Number,0,Units,6
Row9,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,AUT,Austria,NBR,Number,0,Units,4
Row10,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,AUT,Austria,NBR,Number,0,Units,17
Row11,THREATENED,Total number of threatened species,MAMMAL,Mammals,AUT,Austria,NBR,Number,0,Units,27
Row12,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,AUT,Austria,NBR,Number,0,Units,6
Row13,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,AUT,Austria,NBR,Number,0,Units,4
Row14,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,AUT,Austria,NBR,Number,0,Units,17
Row15,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,BEL,Belgium,NBR,Number,0,Units,84
Row16,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,BEL,Belgium,NBR,Number,0,Units,65
Row17,ENDANGERED,Number of endangered species,MAMMAL,Mammals,BEL,Belgium,NBR,Number,0,Units,2
Row18,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,BEL,Belgium,NBR,Number,0,Units,4
Row19,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,BEL,Belgium,NBR,Number,0,Units,12
Row20,THREATENED,Total number of threatened species,MAMMAL,Mammals,BEL,Belgium,NBR,Number,0,Units,18
Row21,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,BEL,Belgium,NBR,Number,0,Units,2
Row22,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,BEL,Belgium,NBR,Number,0,Units,4
Row23,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,BEL,Belgium,NBR,Number,0,Units,12
Row24,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,CAN,Canada,NBR,Number,0,Units,221
Row25,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,CAN,Canada,NBR,Number,0,Units,209
Row26,ENDANGERED,Number of endangered species,MAMMAL,Mammals,CAN,Canada,NBR,Number,0,Units,10
Row27,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,CAN,Canada,NBR,Number,0,Units,31
Row28,THREATENED,Total number of threatened species,MAMMAL,Mammals,CAN,Canada,NBR,Number,0,Units,52
Row29,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,CAN,Canada,NBR,Number,0,Units,10
Row30,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,CAN,Canada,NBR,Number,0,Units,31
Row31,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,CZE,Czech Republic,NBR,Number,0,Units,95
Row32,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,CZE,Czech Republic,NBR,Number,0,Units,92
Row33,ENDANGERED,Number of endangered species,MAMMAL,Mammals,CZE,Czech Republic,NBR,Number,0,Units,1
Row34,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,CZE,Czech Republic,NBR,Number,0,Units,10
Row35,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,CZE,Czech Republic,NBR,Number,0,Units,4
Row36,THREATENED,Total number of threatened species,MAMMAL,Mammals,CZE,Czech Republic,NBR,Number,0,Units,15
Row37,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,DNK,Denmark,NBR,Number,0,Units,71
Row38,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,DNK,Denmark,NBR,Number,0,Units,54
Row39,ENDANGERED,Number of endangered species,MAMMAL,Mammals,DNK,Denmark,NBR,Number,0,Units,2
Row40,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,DNK,Denmark,NBR,Number,0,Units,1
Row41,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,DNK,Denmark,NBR,Number,0,Units,6
Row42,THREATENED,Total number of threatened species,MAMMAL,Mammals,DNK,Denmark,NBR,Number,0,Units,9
Row43,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,DNK,Denmark,NBR,Number,0,Units,2
Row44,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,DNK,Denmark,NBR,Number,0,Units,1
Row45,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,DNK,Denmark,NBR,Number,0,Units,6
Row46,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,75
Row47,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,67
Row48,ENDANGERED,Number of endangered species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,4
Row49,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,1
Row50,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,2
Row51,THREATENED,Total number of threatened species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,7
Row52,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,4
Row53,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,1
Row54,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,FIN,Finland,NBR,Number,0,Units,2
Row55,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,FRA,France,NBR,Number,0,Units,125
Row56,ENDANGERED,Number of endangered species,MAMMAL,Mammals,FRA,France,NBR,Number,0,Units,4
Row57,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,FRA,France,NBR,Number,0,Units,3
Row58,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,FRA,France,NBR,Number,0,Units,10
Row59,THREATENED,Total number of threatened species,MAMMAL,Mammals,FRA,France,NBR,Number,0,Units,17
Row60,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,107
Row61,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,98
Row62,ENDANGERED,Number of endangered species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,10
Row63,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,7
Row64,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,22
Row65,THREATENED,Total number of threatened species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,39
Row66,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,10
Row67,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,7
Row68,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,DEU,Germany,NBR,Number,0,Units,22
Row69,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,GRC,Greece,NBR,Number,0,Units,115
Row70,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,GRC,Greece,NBR,Number,0,Units,113
Row71,ENDANGERED,Number of endangered species,MAMMAL,Mammals,GRC,Greece,NBR,Number,0,Units,13
Row72,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,GRC,Greece,NBR,Number,0,Units,3
Row73,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,GRC,Greece,NBR,Number,0,Units,13
Row74,THREATENED,Total number of threatened species,MAMMAL,Mammals,GRC,Greece,NBR,Number,0,Units,29
Row75,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,GRC,Greece,NBR,Number,0,Units,13
Row76,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,GRC,Greece,NBR,Number,0,Units,3
Row77,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,GRC,Greece,NBR,Number,0,Units,13
Row78,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,HUN,Hungary,NBR,Number,0,Units,87
Row79,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,HUN,Hungary,NBR,Number,0,Units,76
Row80,ENDANGERED,Number of endangered species,MAMMAL,Mammals,HUN,Hungary,NBR,Number,0,Units,3
Row81,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,HUN,Hungary,NBR,Number,0,Units,5
Row82,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,HUN,Hungary,NBR,Number,0,Units,6
Row83,THREATENED,Total number of threatened species,MAMMAL,Mammals,HUN,Hungary,NBR,Number,0,Units,14
Row84,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,HUN,Hungary,NBR,Number,0,Units,3
Row85,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,HUN,Hungary,NBR,Number,0,Units,5
Row86,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,HUN,Hungary,NBR,Number,0,Units,6
Row87,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,ISL,Iceland,NBR,Number,0,Units,4
Row88,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,IRL,Ireland,NBR,Number,0,Units,57
Row89,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,IRL,Ireland,NBR,Number,0,Units,46
Row90,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,IRL,Ireland,NBR,Number,0,Units,1
Row91,THREATENED,Total number of threatened species,MAMMAL,Mammals,IRL,Ireland,NBR,Number,0,Units,1
Row92,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,ITA,Italy,NBR,Number,0,Units,126
Row93,ENDANGERED,Number of endangered species,MAMMAL,Mammals,ITA,Italy,NBR,Number,0,Units,8
Row94,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,ITA,Italy,NBR,Number,0,Units,2
Row95,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,ITA,Italy,NBR,Number,0,Units,13
Row96,THREATENED,Total number of threatened species,MAMMAL,Mammals,ITA,Italy,NBR,Number,0,Units,23
Row97,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,JPN,Japan,NBR,Number,0,Units,160
Row98,ENDANGERED,Number of endangered species,MAMMAL,Mammals,JPN,Japan,NBR,Number,0,Units,12
Row99,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,JPN,Japan,NBR,Number,0,Units,13
Row100,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,JPN,Japan,NBR,Number,0,Units,9
Row101,THREATENED,Total number of threatened species,MAMMAL,Mammals,JPN,Japan,NBR,Number,0,Units,34
Row102,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,KOR,Korea,NBR,Number,0,Units,125
Row103,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,KOR,Korea,NBR,Number,0,Units,1
Row104,ENDANGERED,Number of endangered species,MAMMAL,Mammals,KOR,Korea,NBR,Number,0,Units,4
Row105,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,KOR,Korea,NBR,Number,0,Units,1
Row106,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,KOR,Korea,NBR,Number,0,Units,9
Row107,THREATENED,Total number of threatened species,MAMMAL,Mammals,KOR,Korea,NBR,Number,0,Units,14
Row108,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,KOR,Korea,NBR,Number,0,Units,0
Row109,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,KOR,Korea,NBR,Number,0,Units,0
Row110,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,KOR,Korea,NBR,Number,0,Units,0
Row111,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,MEX,Mexico,NBR,Number,0,Units,564
Row112,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,MEX,Mexico,NBR,Number,0,Units,162
Row113,ENDANGERED,Number of endangered species,MAMMAL,Mammals,MEX,Mexico,NBR,Number,0,Units,50
Row114,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,MEX,Mexico,NBR,Number,0,Units,9
Row115,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,MEX,Mexico,NBR,Number,0,Units,91
Row116,THREATENED,Total number of threatened species,MAMMAL,Mammals,MEX,Mexico,NBR,Number,0,Units,150
Row117,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,MEX,Mexico,NBR,Number,0,Units,20
Row118,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,MEX,Mexico,NBR,Number,0,Units,7
Row119,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,MEX,Mexico,NBR,Number,0,Units,55
Row120,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,0,Units,53
Row121,ENDANGERED,Number of endangered species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,0,Units,3
Row122,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,0,Units,2
Row123,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,0,Units,6
Row124,THREATENED,Total number of threatened species,MAMMAL,Mammals,NLD,Netherlands,NBR,Number,0,Units,11
Row125,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,NZL,New Zealand,NBR,Number,0,Units,65
Row126,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,NZL,New Zealand,NBR,Number,0,Units,37
Row127,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,NZL,New Zealand,NBR,Number,0,Units,2
Row128,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,NZL,New Zealand,NBR,Number,0,Units,6
Row129,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,NZL,New Zealand,NBR,Number,0,Units,2
Row130,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,NOR,Norway,NBR,Number,0,Units,89
Row131,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,NOR,Norway,NBR,Number,0,Units,73
Row132,ENDANGERED,Number of endangered species,MAMMAL,Mammals,NOR,Norway,NBR,Number,0,Units,5
Row133,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,NOR,Norway,NBR,Number,0,Units,5
Row134,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,NOR,Norway,NBR,Number,0,Units,7
Row135,THREATENED,Total number of threatened species,MAMMAL,Mammals,NOR,Norway,NBR,Number,0,Units,17
Row136,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,NOR,Norway,NBR,Number,0,Units,5
Row137,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,NOR,Norway,NBR,Number,0,Units,5
Row138,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,NOR,Norway,NBR,Number,0,Units,7
Row139,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,POL,Poland,NBR,Number,0,Units,112
Row140,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,POL,Poland,NBR,Number,0,Units,100
Row141,ENDANGERED,Number of endangered species,MAMMAL,Mammals,POL,Poland,NBR,Number,0,Units,10
Row142,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,POL,Poland,NBR,Number,0,Units,2
Row143,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,POL,Poland,NBR,Number,0,Units,1
Row144,THREATENED,Total number of threatened species,MAMMAL,Mammals,POL,Poland,NBR,Number,0,Units,13
Row145,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,POL,Poland,NBR,Number,0,Units,10
Row146,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,POL,Poland,NBR,Number,0,Units,2
Row147,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,POL,Poland,NBR,Number,0,Units,1
Row148,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,PRT,Portugal,NBR,Number,0,Units,158
Row149,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,PRT,Portugal,NBR,Number,0,Units,108
Row150,ENDANGERED,Number of endangered species,MAMMAL,Mammals,PRT,Portugal,NBR,Number,0,Units,7
Row151,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,PRT,Portugal,NBR,Number,0,Units,11
Row152,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,PRT,Portugal,NBR,Number,0,Units,13
Row153,THREATENED,Total number of threatened species,MAMMAL,Mammals,PRT,Portugal,NBR,Number,0,Units,31
Row154,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,PRT,Portugal,NBR,Number,0,Units,7
Row155,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,PRT,Portugal,NBR,Number,0,Units,11
Row156,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,PRT,Portugal,NBR,Number,0,Units,13
Row157,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,SVK,Slovak Republic,NBR,Number,0,Units,90
Row158,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,SVK,Slovak Republic,NBR,Number,0,Units,85
Row159,ENDANGERED,Number of endangered species,MAMMAL,Mammals,SVK,Slovak Republic,NBR,Number,0,Units,6
Row160,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,SVK,Slovak Republic,NBR,Number,0,Units,2
Row161,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,SVK,Slovak Republic,NBR,Number,0,Units,12
Row162,THREATENED,Total number of threatened species,MAMMAL,Mammals,SVK,Slovak Republic,NBR,Number,0,Units,20
Row163,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,SVK,Slovak Republic,NBR,Number,0,Units,6
Row164,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,SVK,Slovak Republic,NBR,Number,0,Units,2
Row165,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,SVK,Slovak Republic,NBR,Number,0,Units,12
Row166,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,ESP,Spain,NBR,Number,0,Units,174
Row167,ENDANGERED,Number of endangered species,MAMMAL,Mammals,ESP,Spain,NBR,Number,0,Units,6
Row168,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,ESP,Spain,NBR,Number,0,Units,2
Row169,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,ESP,Spain,NBR,Number,0,Units,18
Row170,THREATENED,Total number of threatened species,MAMMAL,Mammals,ESP,Spain,NBR,Number,0,Units,26
Row171,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,ESP,Spain,NBR,Number,0,Units,6
Row172,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,ESP,Spain,NBR,Number,0,Units,2
Row173,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,ESP,Spain,NBR,Number,0,Units,18
Row174,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,SWE,Sweden,NBR,Number,0,Units,65
Row175,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,SWE,Sweden,NBR,Number,0,Units,65
Row176,ENDANGERED,Number of endangered species,MAMMAL,Mammals,SWE,Sweden,NBR,Number,0,Units,3
Row177,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,SWE,Sweden,NBR,Number,0,Units,5
Row178,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,SWE,Sweden,NBR,Number,0,Units,6
Row179,THREATENED,Total number of threatened species,MAMMAL,Mammals,SWE,Sweden,NBR,Number,0,Units,14
Row180,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,SWE,Sweden,NBR,Number,0,Units,3
Row181,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,SWE,Sweden,NBR,Number,0,Units,5
Row182,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,SWE,Sweden,NBR,Number,0,Units,6
Row183,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,CHE,Switzerland,NBR,Number,0,Units,93
Row184,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,CHE,Switzerland,NBR,Number,0,Units,81
Row185,ENDANGERED,Number of endangered species,MAMMAL,Mammals,CHE,Switzerland,NBR,Number,0,Units,13
Row186,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,CHE,Switzerland,NBR,Number,0,Units,5
Row187,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,CHE,Switzerland,NBR,Number,0,Units,16
Row188,THREATENED,Total number of threatened species,MAMMAL,Mammals,CHE,Switzerland,NBR,Number,0,Units,34
Row189,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,CHE,Switzerland,NBR,Number,0,Units,13
Row190,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,CHE,Switzerland,NBR,Number,0,Units,5
Row191,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,CHE,Switzerland,NBR,Number,0,Units,16
Row192,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,TUR,Turkey,NBR,Number,0,Units,173
Row193,THREATENED,Total number of threatened species,MAMMAL,Mammals,TUR,Turkey,NBR,Number,0,Units,23
Row194,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,GBR,United Kingdom,NBR,Number,0,Units,107
Row195,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,GBR,United Kingdom,NBR,Number,0,Units,62
Row196,ENDANGERED,Number of endangered species,MAMMAL,Mammals,GBR,United Kingdom,NBR,Number,0,Units,4
Row197,CRITICAL,Number of critically endangered species,MAMMAL,Mammals,GBR,United Kingdom,NBR,Number,0,Units,2
Row198,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,GBR,United Kingdom,NBR,Number,0,Units,5
Row199,THREATENED,Total number of threatened species,MAMMAL,Mammals,GBR,United Kingdom,NBR,Number,0,Units,11
Row200,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,GBR,United Kingdom,NBR,Number,0,Units,4
Row201,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,GBR,United Kingdom,NBR,Number,0,Units,2
Row202,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,GBR,United Kingdom,NBR,Number,0,Units,5
Row203,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,CHL,Chile,NBR,Number,0,Units,185
Row204,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,CHL,Chile,NBR,Number,0,Units,162
Row205,ENDANGERED,Number of endangered species,MAMMAL,Mammals,CHL,Chile,NBR,Number,0,Units,13
Row206,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,CHL,Chile,NBR,Number,0,Units,20
Row207,THREATENED,Total number of threatened species,MAMMAL,Mammals,CHL,Chile,NBR,Number,0,Units,36
Row208,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,CHL,Chile,NBR,Number,0,Units,13
Row209,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,CHL,Chile,NBR,Number,0,Units,20
Row210,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,EST,Estonia,NBR,Number,0,Units,66
Row211,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,EST,Estonia,NBR,Number,0,Units,60
Row212,ENDANGERED,Number of endangered species,MAMMAL,Mammals,EST,Estonia,NBR,Number,0,Units,1
Row213,THREATENED,Total number of threatened species,MAMMAL,Mammals,EST,Estonia,NBR,Number,0,Units,3
Row214,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,EST,Estonia,NBR,Number,0,Units,1
Row215,TOT_KNOWN_IND,Total number of indigenous known species,MAMMAL,Mammals,ISR,Israel,NBR,Number,0,Units,105
Row216,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,ISR,Israel,NBR,Number,0,Units,27
Row217,CRITICAL_IND,Number of critically endangered indigenous species,MAMMAL,Mammals,ISR,Israel,NBR,Number,0,Units,15
Row218,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,ISR,Israel,NBR,Number,0,Units,19
Row219,THREATENED,Total number of threatened species,MAMMAL,Mammals,RUS,Russia,NBR,Number,0,Units,34
Row220,TOT_KNOWN,Total number of known species,MAMMAL,Mammals,SVN,Slovenia,NBR,Number,0,Units,89
Row221,ENDANGERED,Number of endangered species,MAMMAL,Mammals,SVN,Slovenia,NBR,Number,0,Units,19
Row222,VULNERABLE,Number of vulnerable species,MAMMAL,Mammals,SVN,Slovenia,NBR,Number,0,Units,15
Row223,THREATENED,Total number of threatened species,MAMMAL,Mammals,SVN,Slovenia,NBR,Number,0,Units,34
Row224,ENDANGERED_IND,Number of endangered indigenous species,MAMMAL,Mammals,SVN,Slovenia,NBR,Number,0,Units,19
Row225,VULNERABLE_IND,Number of vulnerable indigenous species,MAMMAL,Mammals,SVN,Slovenia,NBR,Number,0,Units,15
Row226,TOT_KNOWN,Total number of known species,BIRD,Birds,AUS,Australia,NBR,Number,0,Units,799
Row227,TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,AUS,Australia,NBR,Number,0,Units,782
Row228,ENDANGERED,Number of endangered species,BIRD,Birds,AUS,Australia,NBR,Number,0,Units,55
Row229,CRITICAL,Number of critically endangered species,BIRD,Birds,AUS,Australia,NBR,Number,0,Units,17
Row230,VULNERABLE,Number of vulnerable species,BIRD,Birds,AUS,Australia,NBR,Number,0,Units,63
Row231,THREATENED,Total number of threatened species,BIRD,Birds,AUS,Australia,NBR,Number,0,Units,135
Row232,ENDANGERED_IND,Number of endangered indigenous species,BIRD,Birds,AUS,Australia,NBR,Number,0,Units,55
Row233,CRITICAL_IND,Number of critically endangered indigenous species,BIRD,Birds,AUS,Australia,NBR,Number,0,Units,17
Row234,VULNERABLE_IND,Number of vulnerable indigenous species,BIRD,Birds,AUS,Australia,NBR,Number,0,Units,63
Row235,TOT_KNOWN,Total number of known species,BIRD,Birds,AUT,Austria,NBR,Number,0,Units,213
Row236,TOT_KNOWN_IND,Total number of indigenous known species,BIRD,Birds,AUT,Austria,NBR,Number,0,Units,213
Row237,ENDANGERED,Number of endangered species,BIRD,Birds,AUT,Austria,NBR,Number,0,Units,24
Row238,CRITICAL,Number of critically endangered species,BIRD,Birds,AUT,Austria,NBR,Number,0,Units,14
Row239,VULNERABLE,Number of vulnerable species,BIRD,Birds,AUT,Austria,NBR,Number,0,Units,28
