row ID,International Union for Conservation of Nature Category,Description,SPEC,Species,COU,Country,Unit Code,Unit,PowerCode Code,PowerCode,Value
Row662,TOT_KNOWN,Total number of known species,REPTILE,Reptiles,SVN,Slovenia,NBR,Number,0,Units,24
Row663,TOT_KNOWN_IND,Total number of indigenous known species,REPTILE,Reptiles,SVN,Slovenia,NBR,Number,0,Units,24
Row664,ENDANGERED,Number of endangered species,REPTILE,Reptiles,SVN,Slovenia,NBR,Number,0,Units,7
Row665,VULNERABLE,Number of vulnerable species,REPTILE,Reptiles,SVN,Slovenia,NBR,Number,0,Units,11
Row666,THREATENED,Total number of threatened species,REPTILE,Reptiles,SVN,Slovenia,NBR,Number,0,Units,18
Row667,ENDANGERED_IND,Number of endangered indigenous species,REPTILE,Reptiles,SVN,Slovenia,NBR,Number,0,Units,7
Row668,VULNERABLE_IND,Number of vulnerable indigenous species,REPTILE,Reptiles,SVN,Slovenia,NBR,Number,0,Units,11
Row669,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,AUS,Australia,NBR,Number,0,Units,239
Row670,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,AUS,Australia,NBR,Number,0,Units,238
Row671,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,AUS,Australia,NBR,Number,0,Units,10
Row672,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,AUS,Australia,NBR,Number,0,Units,15
Row673,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,AUS,Australia,NBR,Number,0,Units,12
Row674,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,AUS,Australia,NBR,Number,0,Units,37
Row675,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,AUT,Austria,NBR,Number,0,Units,20
Row676,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,AUT,Austria,NBR,Number,0,Units,20
Row677,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,AUT,Austria,NBR,Number,0,Units,3
Row678,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,AUT,Austria,NBR,Number,0,Units,1
Row679,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,AUT,Austria,NBR,Number,0,Units,8
Row680,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,AUT,Austria,NBR,Number,0,Units,12
Row681,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,AUT,Austria,NBR,Number,0,Units,3
Row682,CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,AUT,Austria,NBR,Number,0,Units,1
Row683,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,AUT,Austria,NBR,Number,0,Units,8
Row684,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,BEL,Belgium,NBR,Number,0,Units,19
Row685,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,BEL,Belgium,NBR,Number,0,Units,16
Row686,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,BEL,Belgium,NBR,Number,0,Units,3
Row687,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,BEL,Belgium,NBR,Number,0,Units,3
Row688,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,BEL,Belgium,NBR,Number,0,Units,6
Row689,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,BEL,Belgium,NBR,Number,0,Units,3
Row690,CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,BEL,Belgium,NBR,Number,0,Units,3
Row691,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,CAN,Canada,NBR,Number,0,Units,47
Row692,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,CAN,Canada,NBR,Number,0,Units,47
Row693,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,CAN,Canada,NBR,Number,0,Units,5
Row694,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,CAN,Canada,NBR,Number,0,Units,9
Row695,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,CAN,Canada,NBR,Number,0,Units,16
Row696,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,CAN,Canada,NBR,Number,0,Units,5
Row697,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,CAN,Canada,NBR,Number,0,Units,9
Row698,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,CZE,Czech Republic,NBR,Number,0,Units,12
Row699,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,CZE,Czech Republic,NBR,Number,0,Units,12
Row700,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,CZE,Czech Republic,NBR,Number,0,Units,3
Row701,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,CZE,Czech Republic,NBR,Number,0,Units,1
Row702,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,CZE,Czech Republic,NBR,Number,0,Units,3
Row703,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,CZE,Czech Republic,NBR,Number,0,Units,7
Row704,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,DNK,Denmark,NBR,Number,0,Units,15
Row705,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,DNK,Denmark,NBR,Number,0,Units,15
Row706,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,DNK,Denmark,NBR,Number,0,Units,4
Row707,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,DNK,Denmark,NBR,Number,0,Units,1
Row708,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,DNK,Denmark,NBR,Number,0,Units,1
Row709,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,DNK,Denmark,NBR,Number,0,Units,5
Row710,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,DNK,Denmark,NBR,Number,0,Units,4
Row711,CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,DNK,Denmark,NBR,Number,0,Units,1
Row712,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,DNK,Denmark,NBR,Number,0,Units,1
Row713,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,FIN,Finland,NBR,Number,0,Units,7
Row714,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,FIN,Finland,NBR,Number,0,Units,7
Row715,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,FIN,Finland,NBR,Number,0,Units,0
Row716,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,FIN,Finland,NBR,Number,0,Units,1
Row717,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,FIN,Finland,NBR,Number,0,Units,0
Row718,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,FRA,France,NBR,Number,0,Units,35
Row719,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,FRA,France,NBR,Number,0,Units,3
Row720,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,FRA,France,NBR,Number,0,Units,0
Row721,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,FRA,France,NBR,Number,0,Units,5
Row722,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,FRA,France,NBR,Number,0,Units,8
Row723,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,DEU,Germany,NBR,Number,0,Units,22
Row724,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,DEU,Germany,NBR,Number,0,Units,20
Row725,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,DEU,Germany,NBR,Number,0,Units,2
Row726,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,DEU,Germany,NBR,Number,0,Units,6
Row727,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,DEU,Germany,NBR,Number,0,Units,8
Row728,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,DEU,Germany,NBR,Number,0,Units,2
Row729,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,DEU,Germany,NBR,Number,0,Units,6
Row730,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,GRC,Greece,NBR,Number,0,Units,23
Row731,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,GRC,Greece,NBR,Number,0,Units,22
Row732,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,GRC,Greece,NBR,Number,0,Units,2
Row733,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,GRC,Greece,NBR,Number,0,Units,1
Row734,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,GRC,Greece,NBR,Number,0,Units,3
Row735,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,GRC,Greece,NBR,Number,0,Units,6
Row736,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,GRC,Greece,NBR,Number,0,Units,2
Row737,CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,GRC,Greece,NBR,Number,0,Units,1
Row738,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,GRC,Greece,NBR,Number,0,Units,3
Row739,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,HUN,Hungary,NBR,Number,0,Units,18
Row740,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,HUN,Hungary,NBR,Number,0,Units,18
Row741,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,HUN,Hungary,NBR,Number,0,Units,1
Row742,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,HUN,Hungary,NBR,Number,0,Units,1
Row743,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,HUN,Hungary,NBR,Number,0,Units,2
Row744,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,HUN,Hungary,NBR,Number,0,Units,1
Row745,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,HUN,Hungary,NBR,Number,0,Units,1
Row746,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,IRL,Ireland,NBR,Number,0,Units,3
Row747,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,IRL,Ireland,NBR,Number,0,Units,3
Row748,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,IRL,Ireland,NBR,Number,0,Units,1
Row749,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,IRL,Ireland,NBR,Number,0,Units,1
Row750,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,IRL,Ireland,NBR,Number,0,Units,1
Row751,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,ITA,Italy,NBR,Number,0,Units,44
Row752,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,ITA,Italy,NBR,Number,0,Units,4
Row753,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,ITA,Italy,NBR,Number,0,Units,0
Row754,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,ITA,Italy,NBR,Number,0,Units,10
Row755,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,ITA,Italy,NBR,Number,0,Units,14
Row756,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,JPN,Japan,NBR,Number,0,Units,91
Row757,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,JPN,Japan,NBR,Number,0,Units,5
Row758,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,JPN,Japan,NBR,Number,0,Units,20
Row759,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,JPN,Japan,NBR,Number,0,Units,22
Row760,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,JPN,Japan,NBR,Number,0,Units,47
Row761,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,KOR,Korea,NBR,Number,0,Units,21
Row762,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,KOR,Korea,NBR,Number,0,Units,6
Row763,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,KOR,Korea,NBR,Number,0,Units,2
Row764,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,KOR,Korea,NBR,Number,0,Units,0
Row765,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,KOR,Korea,NBR,Number,0,Units,3
Row766,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,KOR,Korea,NBR,Number,0,Units,5
Row767,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,KOR,Korea,NBR,Number,0,Units,2
Row768,CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,KOR,Korea,NBR,Number,0,Units,0
Row769,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,KOR,Korea,NBR,Number,0,Units,0
Row770,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,LUX,Luxembourg,NBR,Number,0,Units,14
Row771,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,LUX,Luxembourg,NBR,Number,0,Units,1
Row772,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,LUX,Luxembourg,NBR,Number,0,Units,2
Row773,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,LUX,Luxembourg,NBR,Number,0,Units,1
Row774,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,LUX,Luxembourg,NBR,Number,0,Units,4
Row775,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,MEX,Mexico,NBR,Number,0,Units,413
Row776,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,MEX,Mexico,NBR,Number,0,Units,267
Row777,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,MEX,Mexico,NBR,Number,0,Units,15
Row778,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,MEX,Mexico,NBR,Number,0,Units,0
Row779,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,MEX,Mexico,NBR,Number,0,Units,43
Row780,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,MEX,Mexico,NBR,Number,0,Units,58
Row781,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,MEX,Mexico,NBR,Number,0,Units,13
Row782,CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,MEX,Mexico,NBR,Number,0,Units,0
Row783,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,MEX,Mexico,NBR,Number,0,Units,36
Row784,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,NLD,Netherlands,NBR,Number,0,Units,16
Row785,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,NLD,Netherlands,NBR,Number,0,Units,2
Row786,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,NLD,Netherlands,NBR,Number,0,Units,2
Row787,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,NLD,Netherlands,NBR,Number,0,Units,3
Row788,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,NLD,Netherlands,NBR,Number,0,Units,7
Row789,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,NZL,New Zealand,NBR,Number,0,Units,8
Row790,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,NZL,New Zealand,NBR,Number,0,Units,4
Row791,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,NZL,New Zealand,NBR,Number,0,Units,0
Row792,CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,NZL,New Zealand,NBR,Number,0,Units,0
Row793,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,NZL,New Zealand,NBR,Number,0,Units,1
Row794,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,NOR,Norway,NBR,Number,0,Units,6
Row795,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,NOR,Norway,NBR,Number,0,Units,6
Row796,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,NOR,Norway,NBR,Number,0,Units,1
Row797,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,NOR,Norway,NBR,Number,0,Units,1
Row798,CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,NOR,Norway,NBR,Number,0,Units,1
Row799,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,POL,Poland,NBR,Number,0,Units,19
Row800,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,POL,Poland,NBR,Number,0,Units,19
Row801,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,PRT,Portugal,NBR,Number,0,Units,20
Row802,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,PRT,Portugal,NBR,Number,0,Units,17
Row803,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,PRT,Portugal,NBR,Number,0,Units,2
Row804,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,PRT,Portugal,NBR,Number,0,Units,2
Row805,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,PRT,Portugal,NBR,Number,0,Units,2
Row806,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,SVK,Slovak Republic,NBR,Number,0,Units,18
Row807,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,SVK,Slovak Republic,NBR,Number,0,Units,18
Row808,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,SVK,Slovak Republic,NBR,Number,0,Units,3
Row809,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,SVK,Slovak Republic,NBR,Number,0,Units,5
Row810,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,SVK,Slovak Republic,NBR,Number,0,Units,8
Row811,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,SVK,Slovak Republic,NBR,Number,0,Units,3
Row812,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,SVK,Slovak Republic,NBR,Number,0,Units,5
Row813,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,ESP,Spain,NBR,Number,0,Units,39
Row814,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,ESP,Spain,NBR,Number,0,Units,2
Row815,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,ESP,Spain,NBR,Number,0,Units,1
Row816,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,ESP,Spain,NBR,Number,0,Units,6
Row817,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,ESP,Spain,NBR,Number,0,Units,9
Row818,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,ESP,Spain,NBR,Number,0,Units,2
Row819,CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,ESP,Spain,NBR,Number,0,Units,1
Row820,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,ESP,Spain,NBR,Number,0,Units,6
Row821,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,SWE,Sweden,NBR,Number,0,Units,13
Row822,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,SWE,Sweden,NBR,Number,0,Units,13
Row823,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,SWE,Sweden,NBR,Number,0,Units,0
Row824,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,SWE,Sweden,NBR,Number,0,Units,5
Row825,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,SWE,Sweden,NBR,Number,0,Units,5
Row826,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,SWE,Sweden,NBR,Number,0,Units,0
Row827,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,SWE,Sweden,NBR,Number,0,Units,5
Row828,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,CHE,Switzerland,NBR,Number,0,Units,19
Row829,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,CHE,Switzerland,NBR,Number,0,Units,18
Row830,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,CHE,Switzerland,NBR,Number,0,Units,9
Row831,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,CHE,Switzerland,NBR,Number,0,Units,0
Row832,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,CHE,Switzerland,NBR,Number,0,Units,4
Row833,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,CHE,Switzerland,NBR,Number,0,Units,13
Row834,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,CHE,Switzerland,NBR,Number,0,Units,9
Row835,CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,CHE,Switzerland,NBR,Number,0,Units,0
Row836,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,CHE,Switzerland,NBR,Number,0,Units,4
Row837,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,TUR,Turkey,NBR,Number,0,Units,39
Row838,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,TUR,Turkey,NBR,Number,0,Units,10
Row839,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,GBR,United Kingdom,NBR,Number,0,Units,15
Row840,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,GBR,United Kingdom,NBR,Number,0,Units,9
Row841,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,GBR,United Kingdom,NBR,Number,0,Units,1
Row842,CRITICAL,Number of critically endangered species,AMPHIBIAN,Amphibians,GBR,United Kingdom,NBR,Number,0,Units,1
Row843,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,GBR,United Kingdom,NBR,Number,0,Units,1
Row844,CRITICAL_IND,Number of critically endangered indigenous species,AMPHIBIAN,Amphibians,GBR,United Kingdom,NBR,Number,0,Units,1
Row845,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,CHL,Chile,NBR,Number,0,Units,65
Row846,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,CHL,Chile,NBR,Number,0,Units,64
Row847,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,CHL,Chile,NBR,Number,0,Units,23
Row848,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,CHL,Chile,NBR,Number,0,Units,11
Row849,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,CHL,Chile,NBR,Number,0,Units,44
Row850,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,CHL,Chile,NBR,Number,0,Units,23
Row851,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,CHL,Chile,NBR,Number,0,Units,11
Row852,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,EST,Estonia,NBR,Number,0,Units,11
Row853,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,EST,Estonia,NBR,Number,0,Units,10
Row854,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,EST,Estonia,NBR,Number,0,Units,2
Row855,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,EST,Estonia,NBR,Number,0,Units,1
Row856,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,EST,Estonia,NBR,Number,0,Units,3
Row857,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,EST,Estonia,NBR,Number,0,Units,2
Row858,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,EST,Estonia,NBR,Number,0,Units,1
Row859,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,RUS,Russia,NBR,Number,0,Units,0
Row860,TOT_KNOWN,Total number of known species,AMPHIBIAN,Amphibians,SVN,Slovenia,NBR,Number,0,Units,21
Row861,TOT_KNOWN_IND,Total number of indigenous known species,AMPHIBIAN,Amphibians,SVN,Slovenia,NBR,Number,0,Units,21
Row862,ENDANGERED,Number of endangered species,AMPHIBIAN,Amphibians,SVN,Slovenia,NBR,Number,0,Units,3
Row863,VULNERABLE,Number of vulnerable species,AMPHIBIAN,Amphibians,SVN,Slovenia,NBR,Number,0,Units,14
Row864,THREATENED,Total number of threatened species,AMPHIBIAN,Amphibians,SVN,Slovenia,NBR,Number,0,Units,17
Row865,ENDANGERED_IND,Number of endangered indigenous species,AMPHIBIAN,Amphibians,SVN,Slovenia,NBR,Number,0,Units,3
Row866,VULNERABLE_IND,Number of vulnerable indigenous species,AMPHIBIAN,Amphibians,SVN,Slovenia,NBR,Number,0,Units,14
Row867,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,AUS,Australia,NBR,Number,0,Units,23968
Row868,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,AUS,Australia,NBR,Number,0,Units,21020
Row869,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,AUS,Australia,NBR,Number,0,Units,555
Row870,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,AUS,Australia,NBR,Number,0,Units,198
Row871,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,AUS,Australia,NBR,Number,0,Units,588
Row872,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,AUS,Australia,NBR,Number,0,Units,1341
Row873,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,AUT,Austria,NBR,Number,0,Units,2950
Row874,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,AUT,Austria,NBR,Number,0,Units,2950
Row875,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,AUT,Austria,NBR,Number,0,Units,348
Row876,CRITICAL,Number of critically endangered species,VASCULAR_PLANT,Vascular plants,AUT,Austria,NBR,Number,0,Units,172
Row877,VULNERABLE,Number of vulnerable species,VASCULAR_PLANT,Vascular plants,AUT,Austria,NBR,Number,0,Units,465
Row878,THREATENED,Total number of threatened species,VASCULAR_PLANT,Vascular plants,AUT,Austria,NBR,Number,0,Units,985
Row879,ENDANGERED_IND,Number of endangered indigenous species,VASCULAR_PLANT,Vascular plants,AUT,Austria,NBR,Number,0,Units,348
Row880,CRITICAL_IND,Number of critically endangered indigenous species,VASCULAR_PLANT,Vascular plants,AUT,Austria,NBR,Number,0,Units,172
Row881,VULNERABLE_IND,Number of vulnerable indigenous species,VASCULAR_PLANT,Vascular plants,AUT,Austria,NBR,Number,0,Units,465
Row882,TOT_KNOWN,Total number of known species,VASCULAR_PLANT,Vascular plants,BEL,Belgium,NBR,Number,0,Units,1818
Row883,TOT_KNOWN_IND,Total number of indigenous known species,VASCULAR_PLANT,Vascular plants,BEL,Belgium,NBR,Number,0,Units,1438
Row884,ENDANGERED,Number of endangered species,VASCULAR_PLANT,Vascular plants,BEL,Belgium,NBR,Number,0,Units,107
